Grupo A
Libro_112939, ID: 112939, Suma ID: 25, ID EN BINARIO: 11011100100101011, ID EN HEXADECIMAL: 1B92B, FACTORIAL SUMA: 7034535277573963776
Libro_484328, ID: 484328, Suma ID: 29, ID EN BINARIO: 1110110001111101000, ID EN HEXADECIMAL: 763E8, FACTORIAL SUMA: 11390785281054474240
Libro_486912, ID: 486912, Suma ID: 30, ID EN BINARIO: 1110110111000000000, ID EN HEXADECIMAL: 76E00, FACTORIAL SUMA: 9682165104862298112
Libro_487986, ID: 487986, Suma ID: 42, ID EN BINARIO: 1110111001000110010, ID EN HEXADECIMAL: 77232, FACTORIAL SUMA: 7538058755741581312
Libro_489462, ID: 489462, Suma ID: 33, ID EN BINARIO: 1110111011111110110, ID EN HEXADECIMAL: 777F6, FACTORIAL SUMA: 3400198294675128320
Libro_491758, ID: 491758, Suma ID: 34, ID EN BINARIO: 1111000000011101110, ID EN HEXADECIMAL: 780EE, FACTORIAL SUMA: 4926277576697053184
Libro_496352, ID: 496352, Suma ID: 29, ID EN BINARIO: 1111001001011100000, ID EN HEXADECIMAL: 792E0, FACTORIAL SUMA: 11390785281054474240
Libro_497431, ID: 497431, Suma ID: 28, ID EN BINARIO: 1111001011100010111, ID EN HEXADECIMAL: 79717, FACTORIAL SUMA: 12478583540742619136
Libro_511148, ID: 511148, Suma ID: 20, ID EN BINARIO: 1111100110010101100, ID EN HEXADECIMAL: 7CCAC, FACTORIAL SUMA: 2432902008176640000
Libro_514193, ID: 514193, Suma ID: 23, ID EN BINARIO: 1111101100010010001, ID EN HEXADECIMAL: 7D891, FACTORIAL SUMA: 8128291617894825984
Libro_514718, ID: 514718, Suma ID: 26, ID EN BINARIO: 1111101101010011110, ID EN HEXADECIMAL: 7DA9E, FACTORIAL SUMA: 16877220553537093632
Libro_515482, ID: 515482, Suma ID: 25, ID EN BINARIO: 1111101110110011010, ID EN HEXADECIMAL: 7DD9A, FACTORIAL SUMA: 7034535277573963776
Libro_517749, ID: 517749, Suma ID: 33, ID EN BINARIO: 1111110011001110101, ID EN HEXADECIMAL: 7E675, FACTORIAL SUMA: 3400198294675128320
Libro_522764, ID: 522764, Suma ID: 26, ID EN BINARIO: 1111111101000001100, ID EN HEXADECIMAL: 7FA0C, FACTORIAL SUMA: 16877220553537093632
Libro_525213, ID: 525213, Suma ID: 18, ID EN BINARIO: 10000000001110011101, ID EN HEXADECIMAL: 8039D, FACTORIAL SUMA: 6402373705728000
Libro_527197, ID: 527197, Suma ID: 31, ID EN BINARIO: 10000000101101011101, ID EN HEXADECIMAL: 80B5D, FACTORIAL SUMA: 4999213071378415616
Libro_528881, ID: 528881, Suma ID: 32, ID EN BINARIO: 10000001000111110001, ID EN HEXADECIMAL: 811F1, FACTORIAL SUMA: 12400865694432886784
Libro_532173, ID: 532173, Suma ID: 21, ID EN BINARIO: 10000001111011001101, ID EN HEXADECIMAL: 81ECD, FACTORIAL SUMA: 14197454024290336768
Libro_534382, ID: 534382, Suma ID: 25, ID EN BINARIO: 10000010011101101110, ID EN HEXADECIMAL: 8276E, FACTORIAL SUMA: 7034535277573963776
Libro_536964, ID: 536964, Suma ID: 33, ID EN BINARIO: 10000011000110000100, ID EN HEXADECIMAL: 83184, FACTORIAL SUMA: 3400198294675128320
Libro_537529, ID: 537529, Suma ID: 31, ID EN BINARIO: 10000011001110111001, ID EN HEXADECIMAL: 833B9, FACTORIAL SUMA: 4999213071378415616
Libro_543939, ID: 543939, Suma ID: 33, ID EN BINARIO: 10000100110011000011, ID EN HEXADECIMAL: 84CC3, FACTORIAL SUMA: 3400198294675128320
Libro_545912, ID: 545912, Suma ID: 26, ID EN BINARIO: 10000101010001111000, ID EN HEXADECIMAL: 85478, FACTORIAL SUMA: 16877220553537093632
Libro_546472, ID: 546472, Suma ID: 28, ID EN BINARIO: 10000101011010101000, ID EN HEXADECIMAL: 856A8, FACTORIAL SUMA: 12478583540742619136
Libro_547978, ID: 547978, Suma ID: 40, ID EN BINARIO: 10000101110010001010, ID EN HEXADECIMAL: 85C8A, FACTORIAL SUMA: 18376134811363311616
Libro_549512, ID: 549512, Suma ID: 26, ID EN BINARIO: 10000110001010001000, ID EN HEXADECIMAL: 86288, FACTORIAL SUMA: 16877220553537093632
Libro_549586, ID: 549586, Suma ID: 37, ID EN BINARIO: 10000110001011010010, ID EN HEXADECIMAL: 862D2, FACTORIAL SUMA: 1096907932701818880
Libro_554114, ID: 554114, Suma ID: 20, ID EN BINARIO: 10000111010010000010, ID EN HEXADECIMAL: 87482, FACTORIAL SUMA: 2432902008176640000
Libro_555858, ID: 555858, Suma ID: 36, ID EN BINARIO: 10000111101101010010, ID EN HEXADECIMAL: 87B52, FACTORIAL SUMA: 9003737871877668864
Libro_557492, ID: 557492, Suma ID: 32, ID EN BINARIO: 10001000000110110100, ID EN HEXADECIMAL: 881B4, FACTORIAL SUMA: 12400865694432886784
Libro_557892, ID: 557892, Suma ID: 36, ID EN BINARIO: 10001000001101000100, ID EN HEXADECIMAL: 88344, FACTORIAL SUMA: 9003737871877668864
Libro_558891, ID: 558891, Suma ID: 36, ID EN BINARIO: 10001000011100101011, ID EN HEXADECIMAL: 8872B, FACTORIAL SUMA: 9003737871877668864
Libro_564492, ID: 564492, Suma ID: 30, ID EN BINARIO: 10001001110100001100, ID EN HEXADECIMAL: 89D0C, FACTORIAL SUMA: 9682165104862298112
Libro_568135, ID: 568135, Suma ID: 28, ID EN BINARIO: 10001010101101000111, ID EN HEXADECIMAL: 8AB47, FACTORIAL SUMA: 12478583540742619136
Libro_574421, ID: 574421, Suma ID: 23, ID EN BINARIO: 10001100001111010101, ID EN HEXADECIMAL: 8C3D5, FACTORIAL SUMA: 8128291617894825984
Libro_577864, ID: 577864, Suma ID: 37, ID EN BINARIO: 10001101000101001000, ID EN HEXADECIMAL: 8D148, FACTORIAL SUMA: 1096907932701818880
Libro_579419, ID: 579419, Suma ID: 35, ID EN BINARIO: 10001101011101011011, ID EN HEXADECIMAL: 8D75B, FACTORIAL SUMA: 6399018521010896896
Libro_581946, ID: 581946, Suma ID: 33, ID EN BINARIO: 10001110000100111010, ID EN HEXADECIMAL: 8E13A, FACTORIAL SUMA: 3400198294675128320
Libro_583894, ID: 583894, Suma ID: 37, ID EN BINARIO: 10001110100011010110, ID EN HEXADECIMAL: 8E8D6, FACTORIAL SUMA: 1096907932701818880
Libro_588179, ID: 588179, Suma ID: 38, ID EN BINARIO: 10001111100110010011, ID EN HEXADECIMAL: 8F993, FACTORIAL SUMA: 4789013295250014208
Libro_588559, ID: 588559, Suma ID: 40, ID EN BINARIO: 10001111101100001111, ID EN HEXADECIMAL: 8FB0F, FACTORIAL SUMA: 18376134811363311616
Libro_589431, ID: 589431, Suma ID: 30, ID EN BINARIO: 10001111111001110111, ID EN HEXADECIMAL: 8FE77, FACTORIAL SUMA: 9682165104862298112
Libro_591244, ID: 591244, Suma ID: 25, ID EN BINARIO: 10010000010110001100, ID EN HEXADECIMAL: 9058C, FACTORIAL SUMA: 7034535277573963776
